vaca_id;edad_meses;color;cachona;peso_kg;condicion_corporal;estado_salud;edad_primer_parto_meses;num_partos;intervalo_partos_meses;meses_desde_ultimo_parto;perdida_cria;produccion_leche_lt_dia;candidata_descarte;clasificacion_reproductiva
S00269;164.6;rojo;1;490.8;3.1;sana;37.6;9;15.7;4.6;0;7.1;0;Regular
S00270;111.0;rojo;1;466.9;3.7;sana;25.6;6;12.7;3.9;0;8.0;0;Buena
S00271;84.7;negro;1;449.0;3.2;sana;27.5;4;12.9;11.3;0;8.1;0;Buena
S00272;121.0;rojo;0;506.7;4.1;sana;37.7;7;13.1;1.0;0;8.9;1;Buena
S00273;125.6;rojo;0;451.1;2.7;nuche;32.8;7;14.2;3.2;0;5.1;1;Regular
S00274;107.6;negro;0;482.9;3.3;sana;34.6;5;12.9;5.8;0;9.4;0;Buena
S00275;185.0;blanco;0;475.6;2.9;sana;27.5;12;16.8;6.1;1;6.0;1;Mala
S00276;187.0;rojo;0;501.1;3.1;sana;37.3;11;17.0;11.1;1;6.4;1;Regular
S00277;175.7;negro;0;456.4;2.5;nuche;31.8;11;16.2;1.2;0;5.5;1;Regular
S00278;91.8;blanco;1;470.5;3.4;sana;37.0;4;12.3;10.3;0;8.2;0;Buena
S00279;60.8;blanco;1;450.5;3.3;sana;24.9;3;13.1;0.2;0;7.2;0;Buena
S00280;49.2;negro;0;402.3;1.9;nuche;26.7;1;15.0;9.9;0;6.3;1;Regular
S00281;105.8;blanco;1;451.0;3.2;sana;25.7;7;11.4;1.1;0;9.0;0;Excelente
S00282;156.7;negro;1;474.0;2.8;sana;26.1;10;15.2;7.9;0;6.9;1;Regular
S00283;71.3;pardo;0;460.2;3.3;sana;33.4;2;12.6;6.0;0;9.3;0;Buena
S00284;171.0;rojo;1;491.3;2.8;sana;36.6;10;18.6;6.7;1;6.5;1;Mala
S00285;167.7;negro;0;480.1;2.8;sana;34.9;10;14.6;8.1;0;7.2;1;Regular
S00286;144.6;blanco;0;467.8;3.4;sana;36.0;8;14.4;4.9;0;7.0;0;Regular
S00287;60.8;atigrado;1;432.4;3.5;sana;26.3;2;12.9;0.5;0;9.4;0;Buena
S00288;116.2;blanco;0;467.5;3.0;nuche;37.1;6;16.2;4.6;0;6.5;1;Regular
S00289;71.7;rojo;1;433.8;3.1;sana;24.0;4;12.2;7.2;0;7.8;0;Buena
S00290;49.9;rojo;0;421.0;2.7;nuche;29.6;1;14.0;8.0;0;7.5;1;Buena
S00291;47.1;rojo;0;449.4;3.2;sana;39.3;1;10.6;6.0;0;7.0;0;Buena
S00292;106.7;negro;0;486.0;3.4;sana;25.9;7;14.0;4.4;0;8.0;1;Buena
S00293;164.2;rojo;1;509.5;3.4;sana;37.1;10;13.3;3.6;0;7.9;0;Buena
S00294;112.8;rojo;0;422.1;2.1;nuche;27.3;7;17.4;11.8;1;3.9;1;Mala
S00295;119.4;amarillo;0;464.0;2.9;sana;31.9;6;14.4;13.2;0;7.2;0;Regular
S00296;44.3;pardo;0;469.4;4.3;sana;32.0;1;13.1;6.0;0;8.9;0;Buena
S00297;125.5;rojo;0;470.8;3.2;sana;32.8;8;12.4;2.6;0;7.4;0;Buena
S00298;79.1;rojo;1;477.9;3.8;sana;27.7;4;12.4;1.8;0;8.4;0;Buena
S00299;63.2;negro;0;464.2;3.8;sana;32.3;2;12.0;4.8;0;8.3;0;Buena
S00300;109.4;blanco;0;483.1;3.5;sana;29.8;6;13.1;11.4;0;8.2;0;Buena
S00301;136.0;rojo;0;475.9;2.9;sana;34.8;7;14.8;9.3;0;7.1;0;Regular
S00302;88.0;blanco;0;470.5;3.7;sana;25.1;5;12.1;7.8;0;9.1;0;Buena
S00303;91.9;blanco;0;450.0;2.5;sana;26.9;6;10.9;0.9;0;8.5;0;Excelente
S00304;171.3;negro;1;499.3;3.6;sana;36.2;11;15.0;4.6;0;7.9;0;Regular
S00305;56.2;pardo;1;470.5;3.3;sana;37.8;1;13.6;6.0;0;7.9;0;Buena
S00306;128.0;blanco;0;482.2;3.8;sana;32.4;7;12.9;5.7;0;8.9;0;Buena
S00307;36.0;pardo;0;414.4;2.7;sana;31.5;1;12.5;10.0;0;5.1;1;Mala
S00308;65.0;jaspeado;0;464.9;3.5;sana;35.4;2;12.5;6.5;0;7.5;0;Buena
S00309;77.9;blanco;0;455.9;3.6;sana;27.0;4;13.1;9.2;0;8.4;0;Buena
S00310;185.3;amarillo;0;474.9;2.8;sana;26.0;12;17.2;13.5;1;5.8;1;Mala
S00311;40.9;amarillo;0;496.9;4.1;sana;28.3;1;12.5;4.8;0;8.9;0;Buena
S00312;95.3;atigrado;1;432.9;2.0;enferma;27.2;5;17.4;16.3;1;5.3;1;Mala
S00313;120.6;amarillo;0;481.4;3.4;sana;29.8;7;14.0;0.2;0;7.4;0;Buena
S00314;73.4;atigrado;0;489.2;3.8;sana;35.0;3;12.5;4.2;0;8.3;0;Buena
S00315;90.7;amarillo;0;471.5;3.1;sana;31.8;4;12.4;9.1;0;8.0;0;Buena
S00316;74.6;amarillo;0;439.3;3.3;sana;32.7;3;11.7;10.2;0;7.4;0;Buena
S00317;117.8;negro;0;452.9;2.7;sana;31.3;6;13.3;4.8;0;7.2;0;Buena
S00318;184.9;pardo;1;497.7;3.0;sana;36.3;12;16.3;0.7;1;5.9;1;Mala
S00319;52.5;rojo;1;477.9;3.3;sana;30.2;1;12.0;8.6;0;8.2;0;Buena
S00320;179.0;pardo;0;460.6;2.6;sana;29.8;11;15.3;9.4;0;6.4;0;Regular
S00321;48.0;rojo;0;424.2;3.0;sana;27.7;1;11.3;6.3;0;7.4;0;Buena
S00322;124.8;blanco;0;502.1;3.4;sana;25.7;7;12.0;7.2;0;7.6;0;Buena
S00323;189.5;pardo;0;465.4;3.1;sana;37.2;11;16.7;6.0;1;7.4;1;Regular
S00324;41.3;rojo;1;467.7;3.7;sana;38.2;1;11.9;11.2;0;7.2;0;Buena
S00325;123.9;negro;1;477.1;3.7;sana;26.5;8;13.0;7.4;0;8.3;0;Buena
S00326;86.0;negro;0;439.6;2.5;nuche;35.2;3;17.9;14.0;1;5.6;0;Regular
S00327;102.9;crema;1;455.5;3.0;sana;36.0;5;12.2;6.4;0;8.5;0;Buena
S00328;143.5;amarillo;0;447.6;2.7;enferma;39.5;8;17.3;2.6;0;6.6;0;Regular
S00329;120.4;rojo;0;498.2;3.7;sana;35.2;6;13.9;7.8;0;8.4;0;Buena
S00330;77.0;negro;0;473.8;3.7;sana;25.8;3;13.0;10.0;0;8.9;0;Buena
S00331;159.6;blanco;0;460.7;2.1;nuche;27.7;10;18.9;11.7;1;5.5;1;Mala
S00332;88.9;pardo;0;480.0;3.2;sana;29.3;4;11.2;7.0;0;7.9;0;Buena
S00333;94.0;crema;0;467.1;3.8;sana;25.0;6;12.2;0.8;0;7.8;0;Buena
S00334;91.5;amarillo;0;423.4;1.8;nuche;30.2;4;14.8;8.8;0;5.4;0;Regular
S00335;122.3;blanco;1;478.3;2.6;nuche;28.9;7;17.2;5.2;0;5.9;1;Regular
S00336;45.5;rojo;0;422.9;2.9;enferma;39.8;1;14.4;2.0;0;5.5;0;Regular
S00337;170.4;blanco;0;493.4;3.5;sana;30.8;10;14.0;8.1;0;7.9;1;Buena
S00338;142.0;crema;0;480.8;3.3;sana;38.5;7;13.8;7.4;0;7.7;0;Buena
S00339;58.4;amarillo;0;414.1;2.1;enferma;39.4;1;15.5;2.4;0;5.8;1;Regular
S00340;187.8;blanco;0;489.4;3.1;sana;33.5;12;18.7;8.8;1;5.8;1;Mala
S00341;109.0;amarillo;1;497.2;3.9;sana;39.5;5;13.7;2.8;0;9.9;0;Buena
S00342;131.0;blanco;0;423.7;2.1;nuche;30.8;7;16.9;15.9;0;5.2;0;Regular
S00343;144.4;amarillo;1;483.9;3.2;sana;38.0;8;11.2;4.3;0;6.4;0;Buena
S00344;103.7;jaspeado;0;467.6;2.7;sana;26.7;6;12.0;7.8;0;7.9;0;Buena
S00345;126.2;jaspeado;0;455.8;2.7;sana;29.2;8;14.8;1.3;0;7.4;0;Regular
S00346;61.3;blanco;1;428.6;2.3;sana;34.1;3;11.5;1.8;0;8.0;0;Excelente
S00347;87.6;pardo;0;496.6;3.7;sana;26.3;4;14.8;2.7;1;6.6;1;Regular
S00348;153.9;amarillo;0;494.2;3.7;sana;36.9;9;14.4;6.4;0;7.5;0;Regular
S00349;78.8;blanco;0;462.1;3.5;sana;27.0;4;12.5;7.5;0;8.5;0;Buena
S00350;189.0;amarillo;0;493.4;3.0;sana;35.2;11;16.7;0.6;0;6.4;0;Regular
S00351;162.3;blanco;0;512.8;3.7;sana;31.5;11;13.2;2.8;0;8.7;0;Buena
S00352;117.5;amarillo;0;486.4;3.2;sana;36.6;6;13.9;8.7;0;7.6;0;Buena
S00353;148.3;negro;0;442.6;2.5;nuche;27.7;10;19.2;4.0;1;4.5;1;Mala
S00354;89.8;pardo;1;458.3;3.6;sana;35.0;5;14.7;4.9;1;7.9;0;Regular
S00355;164.1;rojo;0;433.8;2.4;nuche;31.7;10;19.6;17.6;1;5.1;1;Mala
S00356;44.6;negro;0;475.0;3.9;sana;32.9;1;10.7;0.7;0;10.4;0;Excelente
S00357;93.8;negro;1;501.8;4.0;sana;27.0;6;11.6;3.1;0;9.3;0;Buena
S00358;163.7;rojo;0;484.7;3.4;sana;30.0;11;17.4;2.7;1;7.8;0;Regular
S00359;83.8;rojo;0;474.1;3.5;sana;39.7;3;13.1;11.3;0;8.6;1;Buena
S00360;166.6;pardo;0;456.9;2.3;nuche;25.6;10;18.4;3.9;0;5.2;1;Mala
S00361;155.0;blanco;1;509.4;3.4;sana;25.8;9;15.2;4.1;0;6.9;1;Regular
S00362;62.4;rojo;0;451.7;3.5;sana;24.8;3;12.9;5.1;0;7.0;0;Buena
S00363;142.3;negro;0;504.8;3.5;sana;27.2;8;15.9;9.0;0;7.9;0;Regular
S00364;51.0;rojo;0;457.6;3.2;sana;31.5;1;12.8;2.3;0;7.7;0;Buena
S00365;86.0;negro;1;472.4;3.8;sana;31.7;4;11.9;4.8;0;8.2;0;Buena
S00366;46.9;rojo;0;420.7;3.4;sana;27.8;2;11.2;7.8;0;8.9;0;Buena
S00367;88.7;blanco;1;462.8;3.7;sana;35.8;4;13.8;1.3;0;8.6;0;Buena
S00368;128.1;blanco;0;478.2;3.3;sana;29.2;7;16.3;13.2;1;6.3;0;Regular
S00369;80.9;blanco;0;479.2;2.7;sana;38.0;4;11.5;8.3;0;6.6;0;Buena
S00370;130.2;negro;0;475.4;3.2;sana;25.0;8;14.6;1.6;0;7.2;0;Regular
S00371;126.9;blanco;0;475.6;3.5;sana;31.0;8;16.6;6.9;1;8.5;1;Regular
S00372;37.8;blanco;1;439.4;3.0;nuche;34.5;1;17.7;12.3;1;5.9;1;Regular
S00373;101.3;pardo;0;456.5;2.9;sana;30.8;6;12.5;11.6;0;7.6;1;Buena
S00374;110.4;rojo;0;413.5;2.1;enferma;25.3;6;16.6;8.6;0;5.4;1;Regular
S00375;133.1;blanco;0;444.6;2.6;sana;32.6;7;14.9;7.6;0;5.8;1;Mala
S00376;183.9;pardo;0;527.2;3.1;sana;38.8;11;14.5;2.5;0;7.6;0;Regular
S00377;132.1;rojo;1;477.5;3.5;sana;37.6;8;15.6;2.7;1;6.3;1;Mala
S00378;160.4;rojo;0;448.4;3.2;sana;36.8;9;14.9;2.3;0;7.1;0;Regular
S00379;72.6;negro;0;449.5;3.2;sana;35.7;2;12.8;5.1;0;8.9;0;Buena
S00380;118.0;rojo;0;493.2;3.0;sana;26.3;7;16.7;11.4;1;7.2;0;Regular
S00381;183.3;negro;0;481.2;2.9;sana;29.4;12;16.4;12.0;1;6.6;1;Regular
S00382;142.3;rojo;0;481.0;3.0;sana;37.3;9;17.0;3.3;1;6.0;0;Mala
S00383;137.1;pardo;0;510.0;3.5;sana;35.3;8;14.7;8.3;0;7.1;0;Regular
S00384;75.0;negro;0;473.0;3.1;sana;38.8;3;14.0;2.3;0;8.4;0;Buena
S00385;87.2;amarillo;0;464.1;3.3;sana;31.0;4;12.3;1.8;0;7.7;0;Buena
S00386;176.5;blanco;1;482.9;3.0;sana;33.1;12;14.5;13.5;0;6.5;0;Regular
S00387;175.3;negro;0;469.4;1.9;nuche;31.9;11;17.1;0.1;0;5.0;1;Regular
S00388;123.4;crema;0;458.2;3.4;sana;30.4;7;14.4;1.2;0;7.5;0;Regular
S00389;63.2;amarillo;0;464.1;3.5;sana;35.1;2;12.1;8.9;0;8.6;0;Buena
S00390;127.3;negro;1;484.6;3.6;sana;28.9;7;10.4;0.6;0;9.1;0;Excelente
S00391;160.3;blanco;0;457.9;3.1;sana;38.0;10;14.3;9.3;0;7.2;1;Regular
S00392;144.0;amarillo;1;468.1;3.6;sana;28.9;8;14.6;1.6;0;7.5;1;Regular
S00393;159.9;negro;0;457.4;2.5;enferma;34.9;9;16.3;12.9;0;5.0;1;Regular
S00394;54.6;amarillo;0;454.3;3.4;sana;32.9;1;12.8;7.8;0;8.1;0;Buena
S00395;37.0;rojo;1;424.5;2.9;sana;38.2;1;11.7;7.5;0;7.6;0;Buena
S00396;130.0;amarillo;1;475.0;3.4;sana;39.2;6;14.0;1.6;0;8.1;0;Buena
S00397;153.2;negro;1;469.1;2.6;sana;34.5;10;16.7;2.9;1;6.4;0;Regular
S00398;79.9;negro;0;479.6;3.3;sana;36.1;4;12.9;6.3;0;8.9;0;Buena
S00399;127.3;rojo;1;484.0;3.5;sana;29.2;7;14.9;5.6;0;8.0;0;Regular
S00400;173.1;amarillo;0;478.5;2.7;sana;30.2;11;12.4;1.6;0;7.3;1;Buena
S00401;167.2;negro;1;487.6;3.0;sana;38.2;9;13.9;13.5;0;7.6;0;Buena
S00402;111.3;atigrado;0;474.6;3.7;sana;28.5;6;13.2;11.8;0;8.2;0;Buena
S00403;36.8;atigrado;1;450.8;3.5;sana;36.3;1;10;4.5;0;9.0;1;Buena
S00404;148.7;cafe;1;510.9;3.9;sana;34.4;9;13.3;9.9;0;8.7;0;Buena
S00405;170.6;rojo;0;488.2;3.5;sana;31.4;10;16.4;0.5;0;7.6;0;Regular
S00406;119.5;pardo;0;459.4;3.0;sana;38.1;6;17.6;6.4;1;6.5;1;Regular
S00407;122.1;amarillo;0;479.5;3.5;sana;39.7;7;13.6;2.9;1;7.8;0;Buena
S00408;77.2;blanco;1;466.2;3.8;sana;29.5;3;13.8;7.4;0;9.3;0;Buena
S00409;181.6;pardo;0;485.0;3.0;sana;38.3;11;17.9;4.9;1;6.2;0;Regular
S00410;116.2;blanco;0;451.1;2.7;enferma;32.7;7;14.1;0.9;0;5.7;0;Regular
S00411;135.3;rojo;0;470.8;2.8;sana;29.2;8;14.2;1.9;0;6.4;1;Regular
S00412;110.6;atigrado;0;472.3;2.9;sana;29.6;6;14.5;14.1;0;6.0;0;Regular
S00413;59.6;rojo;1;445.2;3.4;sana;26.0;3;11.5;4.0;0;8.7;0;Buena
S00414;82.4;crema;0;455.5;3.2;sana;26.3;4;14.2;4.7;0;6.4;1;Regular
S00415;181.4;atigrado;0;470.9;2.6;sana;33.0;11;14.1;2.0;0;6.4;1;Regular
S00416;165.5;negro;1;474.9;2.7;sana;34.3;10;17.6;7.8;1;5.5;1;Mala
S00417;65.9;rojo;0;434.1;1.9;nuche;38.5;2;18.1;6.4;1;4.2;1;Mala
S00418;148.1;negro;0;500.3;3.7;sana;28.6;9;11.9;7.0;0;8.6;0;Buena
S00419;169.6;atigrado;1;457.4;2.4;enferma;36.1;11;17.4;12.4;0;5.4;1;Regular
S00420;94.8;negro;1;452.7;3.2;sana;37.4;4;12.9;3.9;0;6.4;1;Regular
S00421;138.6;rojo;1;442.4;2.8;nuche;34.3;9;13.1;4.7;0;7.1;1;Buena
S00422;141.6;atigrado;0;479.7;3.3;sana;35.7;9;13.0;9.0;0;8.2;0;Buena
S00423;134.0;cafe;1;468.3;3.0;sana;34.2;8;12.3;2.1;0;8.3;0;Buena
S00424;159.2;rojo;0;494.9;3.4;sana;32.6;9;17.5;16.1;1;7.6;1;Regular
S00425;164.1;pardo;0;477.2;2.5;sana;39.2;9;14.1;12.9;0;6.7;1;Regular
S00426;89.6;blanco;1;485.5;3.7;sana;39.8;3;13.7;1.6;0;9.1;0;Buena
S00427;83.3;rojo;0;439.5;2.8;sana;36.2;4;14.1;9.3;1;5.4;0;Mala
S00428;42.7;rojo;1;488.1;3.9;sana;26.0;1;12.2;10.3;0;8.1;0;Buena
S00429;60.7;negro;0;468.2;3.4;sana;33.1;3;12.5;3.5;0;7.7;0;Buena
S00430;51.2;rojo;0;452.4;3.3;sana;29.9;1;12.8;4.9;0;8.5;0;Buena
S00431;187.6;amarillo;1;487.7;3.2;sana;36.2;11;15.8;4.5;0;6.8;0;Regular
S00432;104.4;negro;0;467.9;3.5;sana;27.0;6;11.3;11.3;0;8.3;0;Buena
S00433;137.4;amarillo;1;452.5;3.4;sana;33.4;9;13.6;4.6;0;7.1;0;Buena
S00434;165.1;blanco;1;474.6;3.1;sana;33.3;11;13.2;8.0;0;8.3;1;Buena
S00435;154.3;amarillo;1;481.4;3.2;sana;34.1;10;16.7;6.4;1;6.8;0;Regular
S00436;50.8;amarillo;0;424.2;3.4;sana;36.7;2;11.0;9.5;0;7.7;1;Buena
S00437;102.3;crema;0;465.6;2.6;sana;30.0;5;13.9;6.8;1;6.4;1;Mala
S00438;52.8;blanco;0;445.0;3.4;sana;33.2;1;11.2;10.9;0;7.8;0;Buena
S00439;85.4;amarillo;1;436.6;2.6;sana;29.6;4;16.0;5.7;1;6.4;1;Mala
S00440;135.8;blanco;0;482.6;3.5;sana;28.9;8;15.7;14.2;1;8.3;0;Regular
S00441;187.8;rojo;0;500.8;3.8;sana;36.9;12;14.0;4.8;0;8.1;0;Buena
S00442;112.5;pardo;0;464.0;2.8;sana;32.6;7;16.4;1.5;1;5.6;1;Mala
S00443;46.4;pardo;0;428.5;3.0;sana;36.7;1;12.3;2.5;0;8.3;0;Buena
S00444;153.6;rojo;1;457.7;2.7;sana;37.8;8;18.7;10.0;1;5.1;1;Mala
S00445;123.2;blanco;0;494.2;3.8;sana;26.4;8;12.6;10.5;0;8.7;0;Buena
S00446;162.9;blanco;1;498.6;3.8;sana;30.5;11;16.4;7.2;1;7.5;1;Regular
S00447;57.0;rojo;0;431.0;3.2;sana;26.8;2;11.9;1.0;0;8.2;0;Excelente
S00448;98.7;rojo;0;485.5;3.5;sana;39.1;4;14.6;7.6;0;6.1;0;Regular
S00449;74.8;jaspeado;1;474.4;3.8;sana;36.9;2;11.7;4.9;0;8.8;0;Buena
S00450;103.7;rojo;0;486.0;3.6;sana;30.0;5;11.8;10.4;0;8.1;0;Buena
S00451;162.5;amarillo;0;467.5;2.8;sana;37.5;9;13.9;7.7;0;9.0;0;Buena
S00452;161.1;amarillo;0;485.3;3.1;sana;30.2;10;14.8;12.2;0;7.4;0;Regular
S00453;177.0;blanco;0;485.1;2.4;sana;30.5;12;15.1;6.2;0;5.6;0;Regular
S00454;162.3;pardo;0;483.7;2.8;sana;29.6;10;14.0;9.0;0;9.1;0;Excelente
S00455;36.5;rojo;0;412.6;2.9;sana;25.8;1;11.6;6.9;0;8.5;0;Buena
S00456;170.5;amarillo;1;490.4;3.1;sana;29.2;11;16.1;9.2;1;6.1;1;Mala
S00457;130.2;rojo;1;458.7;2.5;sana;28.2;7;15.3;2.6;1;5.5;1;Mala
S00458;155.1;crema;0;470.7;2.9;sana;27.6;10;14.1;5.4;0;7.0;1;Regular
S00459;162.9;blanco;1;491.0;3.5;sana;36.7;10;14.2;8.3;0;7.1;1;Regular
S00460;170.2;atigrado;0;481.1;3.3;sana;30.1;10;15.7;14.6;0;7.3;0;Regular
S00461;139.3;pardo;0;484.2;3.1;sana;24.1;8;15.2;13.6;0;7.1;1;Regular
S00462;111.9;rojo;0;491.6;4.3;sana;35.4;5;12.5;12.2;0;9.5;0;Buena
S00463;175.0;rojo;0;437.4;1.8;nuche;32.3;10;19.7;18.2;1;3.8;1;Mala
S00464;44.4;rojo;0;444.7;3.4;sana;31.5;1;10.7;6.0;0;8.2;0;Buena
S00465;58.8;rojo;1;471.5;3.2;sana;37.4;1;11.2;11.2;0;8.0;0;Buena
S00466;177.7;rojo;0;495.7;3.4;sana;29.3;12;14.8;1.6;0;7.4;1;Regular
S00467;145.0;negro;0;476.4;2.9;sana;34.5;8;15.9;14.4;1;6.5;0;Regular
S00468;159.4;rojo;0;493.7;3.4;sana;32.8;9;16.9;0.3;1;7.8;1;Regular
S00469;135.7;cafe;1;465.9;2.9;sana;36.8;7;15.1;1.5;0;7.1;0;Regular
S00470;95.8;rojo;0;458.4;3.3;sana;30.8;5;12.5;12.2;0;7.3;0;Buena
S00471;179.3;negro;0;519.7;4.4;sana;31.5;12;13.3;4.0;0;9.7;0;Buena
S00472;120.9;crema;0;490.1;3.1;sana;30.6;6;14.0;10.8;0;8.0;0;Buena
S00473;157.1;pardo;1;495.6;2.8;sana;35.3;9;14.3;4.9;0;6.2;1;Regular
S00474;48.0;atigrado;1;440.7;3.4;sana;30.9;2;13.1;5.3;0;7.3;0;Buena
S00475;82.6;pardo;0;463.3;3.5;sana;39.4;3;13.4;10.9;0;7.9;1;Buena
S00476;110.1;amarillo;1;454.8;2.6;sana;37.7;5;16.2;14.6;1;5.0;1;Mala
S00477;39.0;negro;1;441.5;3.8;sana;37.3;1;13.1;5.4;0;8.5;0;Buena
S00478;189.9;amarillo;0;479.0;3.0;sana;35.6;11;15.6;0.3;0;6.5;1;Regular
S00479;135.8;jaspeado;1;470.8;3.6;sana;34.3;7;14.8;6.5;0;7.4;0;Regular
S00480;177.9;pardo;0;474.4;3.8;sana;38.1;10;12.8;4.6;0;8.8;1;Buena
S00481;67.9;blanco;1;398.3;2.6;sana;26.8;4;12.4;2.9;0;6.6;0;Buena
S00482;76.2;blanco;1;486.9;3.6;sana;32.1;3;13.2;6.4;0;8.3;0;Buena
S00483;154.6;negro;0;503.0;3.1;sana;38.0;8;19.4;14.7;1;5.9;1;Mala
S00484;168.2;amarillo;0;502.8;3.6;sana;26.7;11;15.6;7.8;1;7.2;1;Regular
S00485;162.2;amarillo;1;456.3;2.6;enferma;36.3;10;15.7;4.2;0;5.3;1;Regular
S00486;73.8;blanco;0;455.2;2.6;sana;26.2;3;14.5;9.9;0;6.3;0;Regular
S00487;146.5;negro;1;458.7;3.5;sana;30.4;8;13.9;2.1;0;7.5;0;Buena
S00488;159.1;jaspeado;0;492.8;2.9;sana;38.2;9;14.2;11.7;0;6.3;1;Regular
S00489;98.2;blanco;0;471.0;2.9;sana;33.9;4;13.9;12.2;0;8.1;0;Buena
S00490;146.7;jaspeado;0;493.5;3.6;sana;27.4;9;13.0;3.1;0;6.5;0;Regular
S00491;53.0;amarillo;0;479.3;3.6;sana;29.7;2;12.4;5.6;0;8.2;0;Buena
S00492;123.1;jaspeado;0;451.3;2.6;sana;33.5;6;14.1;10.1;0;6.5;1;Regular
S00493;125.7;pardo;0;456.4;3.1;sana;35.4;6;18.4;6.8;1;6.0;1;Mala
S00494;96.8;rojo;0;458.4;3.0;sana;31.0;5;14.7;1.9;0;6.6;0;Regular
S00495;168.9;amarillo;1;482.0;3.0;sana;35.9;10;15.7;1.9;0;6.8;1;Regular
S00496;93.2;atigrado;0;473.3;3.4;sana;36.7;5;14.7;3.2;0;6.6;1;Regular
S00497;89.7;pardo;0;455.1;3.5;sana;33.1;4;11.3;8.6;0;8.2;0;Buena
S00498;105.2;pardo;0;476.7;3.7;sana;34.6;5;12.3;10.9;0;7.6;0;Buena
S00499;144.9;negro;0;482.9;3.6;sana;33.0;9;14.1;0.7;0;7.3;0;Regular
S00500;174.1;amarillo;0;464.2;2.1;sana;24.3;11;16.3;9.9;1;5.3;1;Mala
S00501;39.6;negro;0;459.5;3.5;sana;29.1;1;12.1;3.1;0;8.5;0;Buena
S00502;62.1;blanco;0;466.8;3.6;sana;24.9;2;11.5;9.5;0;8.6;0;Buena
S00503;126.2;negro;0;490.5;3.6;sana;25.8;8;12.1;2.8;0;8.0;0;Buena
S00504;140.0;rojo;0;478.0;3.0;sana;28.9;8;16.0;15.8;1;6.2;0;Regular
S00505;176.4;negro;1;498.4;3.2;sana;37.3;11;16.7;10.0;0;6.6;1;Regular
S00506;133.4;blanco;0;481.3;3.5;sana;35.8;7;13.5;7.5;0;8.9;0;Buena
S00507;183.4;rojo;0;512.6;4.1;sana;28.2;11;14.8;6.8;0;7.8;0;Regular
S00508;135.6;amarillo;0;433.6;2.0;nuche;34.8;7;15.9;12.5;0;5.2;1;Regular
S00509;164.1;blanco;0;471.4;3.7;sana;37.0;9;15.4;0.1;0;7.9;1;Regular
S00510;70.1;amarillo;0;435.8;3.3;nuche;29.7;4;13.8;6.8;0;7.8;0;Buena
S00511;144.9;rojo;1;479.1;3.4;sana;30.3;8;12.8;7.2;0;7.5;0;Buena
S00512;55.7;amarillo;1;456.3;3.9;sana;27.6;2;12.5;8.7;0;8.5;0;Buena
S00513;105.9;cafe;0;424.0;2.5;nuche;24.8;6;16.1;7.5;0;6.6;0;Regular
S00514;70.6;rojo;0;455.3;3.4;sana;24.1;4;11.7;11.4;0;8.3;0;Buena
S00515;61.3;rojo;0;448.3;3.0;sana;31.7;2;11.6;1.3;0;9.2;0;Excelente
S00516;87.4;pardo;0;454.2;3.3;sana;33.9;4;12.4;0.4;0;9.1;0;Buena
S00517;55.6;crema;0;447.8;3.1;sana;34.0;2;11.2;1.1;0;8.4;0;Excelente
S00518;137.6;amarillo;0;473.9;2.9;sana;38.1;7;15.7;5.2;0;7.1;0;Regular
S00519;46.4;careto;1;451.9;3.0;sana;34.2;1;11.7;9.3;0;8.0;0;Buena
S00520;183.8;blanco;0;477.7;2.5;nuche;36.4;12;18.9;12.8;1;5.2;1;Mala
S00521;168.2;negro;1;475.0;2.9;sana;38.5;9;14.0;8.4;0;8.4;0;Buena
S00522;130.9;negro;1;477.6;3.2;sana;36.6;8;14.1;8.8;0;8.1;0;Regular
S00523;87.1;blanco;1;452.4;2.8;sana;39.8;3;16.2;9.5;1;5.6;1;Mala
S00524;66.5;rojo;0;448.5;3.2;sana;29.4;2;14.4;0.3;0;6.6;0;Regular
S00525;53.1;crema;0;450.7;3.0;sana;37.0;1;15.7;13.8;0;7.0;0;Regular
S00526;158.4;rojo;0;490.7;3.3;sana;33.6;9;15.6;8.4;0;6.7;1;Regular
S00527;158.5;pardo;0;442.3;2.3;enferma;38.2;10;17.5;13.1;1;4.2;1;Mala
S00528;107.5;rojo;0;480.6;3.7;sana;35.5;5;11.5;0.4;0;9.7;0;Excelente
S00529;97.0;rojo;0;459.3;3.5;sana;39.0;4;13.5;4.7;0;7.9;0;Buena
S00530;101.6;negro;0;489.3;3.9;sana;29.1;5;13.2;1.1;0;8.0;0;Buena
S00531;157.0;crema;1;478.1;3.4;sana;24.6;11;15.6;4.3;1;5.2;0;Regular
S00532;151.9;blanco;0;478.2;3.6;sana;28.8;9;13.2;8.7;0;8.5;0;Buena
S00533;59.0;rojo;1;439.3;2.8;sana;31.6;2;12.2;9.7;0;8.0;0;Buena
S00534;143.5;rojo;0;462.5;3.1;sana;30.0;8;16.7;5.7;1;7.4;0;Regular
S00535;155.9;negro;0;505.3;3.1;sana;36.6;9;17.7;10.8;1;5.7;1;Regular
S00536;96.2;negro;1;465.5;3.5;sana;33.1;4;13.6;0.4;0;7.6;0;Buena
S00537;46.7;atigrado;0;454.4;3.4;sana;34.6;1;11.3;4.6;0;8.4;0;Buena
S00538;109.7;amarillo;0;419.7;2.2;nuche;26.1;7;14.8;13.9;0;5.2;0;Regular
S00539;78.4;amarillo;1;448.3;2.8;sana;30.4;3;14.5;8.4;0;6.2;0;Regular
